Round,Word_term-based@1,Word_phrase-replaced@1,Word_term-phrase-both@1,LDA_pure_textbook_all_200_pure@1,LDA_pure_textbook_all_200@1,LDA_textbook_sigir_citation-high_100_pure@1,LDA_textbook_sigir_citation-high_100@1,LDA_textbook_sigir_2009-2015_200_pure@1,LDA_textbook_sigir_2009-2015_200@1,LDA_textbook_sigir_2009-2015_100_pure@1,LDA_textbook_sigir_2009-2015_100@1,LDA_textbook_sigir_all_150_pure@1,LDA_textbook_sigir_all_150@1,LDA_textbook_sigir_1971-2001_100_pure@1,LDA_textbook_sigir_1971-2001_100@1,LDA_textbook_sigir_2002-2008_100_pure@1,LDA_textbook_sigir_2002-2008_100@1,LDA_textbook_sigir_all_200_pure@1,LDA_textbook_sigir_all_200@1,LDA_textbook_sigir_1971-2001_200_pure@1,LDA_textbook_sigir_1971-2001_200@1,LDA_textbook_sigir_citation-high_200_pure@1,LDA_textbook_sigir_citation-high_200@1,LDA_pure_textbook_two_150_pure@1,LDA_pure_textbook_two_150@1,LDA_textbook_sigir_all_100_pure@1,LDA_textbook_sigir_all_100@1,LDA_textbook_sigir_citation-medium_200_pure@1,LDA_textbook_sigir_citation-medium_200@1,LDA_textbook_sigir_citation-medium_150_pure@1,LDA_textbook_sigir_citation-medium_150@1,LDA_textbook_sigir_citation-low_150_pure@1,LDA_textbook_sigir_citation-low_150@1,LDA_textbook_sigir_2002-2008_150_pure@1,LDA_textbook_sigir_2002-2008_150@1,LDA_textbook_sigir_citation-high_150_pure@1,LDA_textbook_sigir_citation-high_150@1,LDA_pure_textbook_all_150_pure@1,LDA_pure_textbook_all_150@1,LDA_textbook_sigir_2009-2015_150_pure@1,LDA_textbook_sigir_2009-2015_150@1,LDA_textbook_sigir_2002-2008_200_pure@1,LDA_textbook_sigir_2002-2008_200@1,LDA_textbook_sigir_citation-low_100_pure@1,LDA_textbook_sigir_citation-low_100@1,LDA_pure_textbook_two_100_pure@1,LDA_pure_textbook_two_100@1,LDA_textbook_sigir_citation-medium_100_pure@1,LDA_textbook_sigir_citation-medium_100@1,LDA_pure_textbook_all_100_pure@1,LDA_pure_textbook_all_100@1,LDA_pure_textbook_two_200_pure@1,LDA_pure_textbook_two_200@1,LDA_textbook_sigir_1971-2001_150_pure@1,LDA_textbook_sigir_1971-2001_150@1,LDA_textbook_sigir_citation-low_200_pure@1,LDA_textbook_sigir_citation-low_200@1,Word_term-based@3,Word_phrase-replaced@3,Word_term-phrase-both@3,LDA_pure_textbook_all_200_pure@3,LDA_pure_textbook_all_200@3,LDA_textbook_sigir_citation-high_100_pure@3,LDA_textbook_sigir_citation-high_100@3,LDA_textbook_sigir_2009-2015_200_pure@3,LDA_textbook_sigir_2009-2015_200@3,LDA_textbook_sigir_2009-2015_100_pure@3,LDA_textbook_sigir_2009-2015_100@3,LDA_textbook_sigir_all_150_pure@3,LDA_textbook_sigir_all_150@3,LDA_textbook_sigir_1971-2001_100_pure@3,LDA_textbook_sigir_1971-2001_100@3,LDA_textbook_sigir_2002-2008_100_pure@3,LDA_textbook_sigir_2002-2008_100@3,LDA_textbook_sigir_all_200_pure@3,LDA_textbook_sigir_all_200@3,LDA_textbook_sigir_1971-2001_200_pure@3,LDA_textbook_sigir_1971-2001_200@3,LDA_textbook_sigir_citation-high_200_pure@3,LDA_textbook_sigir_citation-high_200@3,LDA_pure_textbook_two_150_pure@3,LDA_pure_textbook_two_150@3,LDA_textbook_sigir_all_100_pure@3,LDA_textbook_sigir_all_100@3,LDA_textbook_sigir_citation-medium_200_pure@3,LDA_textbook_sigir_citation-medium_200@3,LDA_textbook_sigir_citation-medium_150_pure@3,LDA_textbook_sigir_citation-medium_150@3,LDA_textbook_sigir_citation-low_150_pure@3,LDA_textbook_sigir_citation-low_150@3,LDA_textbook_sigir_2002-2008_150_pure@3,LDA_textbook_sigir_2002-2008_150@3,LDA_textbook_sigir_citation-high_150_pure@3,LDA_textbook_sigir_citation-high_150@3,LDA_pure_textbook_all_150_pure@3,LDA_pure_textbook_all_150@3,LDA_textbook_sigir_2009-2015_150_pure@3,LDA_textbook_sigir_2009-2015_150@3,LDA_textbook_sigir_2002-2008_200_pure@3,LDA_textbook_sigir_2002-2008_200@3,LDA_textbook_sigir_citation-low_100_pure@3,LDA_textbook_sigir_citation-low_100@3,LDA_pure_textbook_two_100_pure@3,LDA_pure_textbook_two_100@3,LDA_textbook_sigir_citation-medium_100_pure@3,LDA_textbook_sigir_citation-medium_100@3,LDA_pure_textbook_all_100_pure@3,LDA_pure_textbook_all_100@3,LDA_pure_textbook_two_200_pure@3,LDA_pure_textbook_two_200@3,LDA_textbook_sigir_1971-2001_150_pure@3,LDA_textbook_sigir_1971-2001_150@3,LDA_textbook_sigir_citation-low_200_pure@3,LDA_textbook_sigir_citation-low_200@3
155,0.483333333333,0.383333333333,0.483333333333,0.4,0.6,0.4,0.483333333333,0.183333333333,0.283333333333,0.2,0.283333333333,0.1,0.383333333333,0.183333333333,0.483333333333,0.183333333333,0.283333333333,0.2,0.383333333333,0.2,0.283333333333,0.1,0.483333333333,0.3,0.483333333333,0.3,0.5,0.3,0.483333333333,0.2,0.3,0.2,0.2,0.1,0.483333333333,0.383333333333,0.383333333333,0.4,0.483333333333,0.183333333333,0.483333333333,0.2,0.383333333333,0.383333333333,0.383333333333,0.2,0.283333333333,0.2,0.3,0.2,0.483333333333,0.4,0.4,0.483333333333,0.583333333333,0.3,0.3,0.576486398185,0.530850723304,0.576486398185,0.7,0.725592975357,0.463092975357,0.4625,0.2625,0.509819731518,0.425592975357,0.588685950714,0.6375,0.576486398185,0.225592975357,0.576486398185,0.3,0.6,0.3,0.592259642024,0.326185950714,0.567259642024,0.4,0.6625,0.3625,0.576486398185,0.3625,0.5625,0.463092975357,0.5625,0.4,0.566666666667,0.3625,0.572912706875,0.402526084955,0.529166666667,0.411415383328,0.5625,0.4625,0.625592975357,0.5,0.647319731518,0.2625,0.576486398185,0.5,0.604166666667,0.1625,0.592259642024,0.321030991786,0.587697658452,0.363092975357,0.6375,0.4625,0.5625,0.6,0.5625,0.463092975357,0.576486398185
156,0.4,0.2,0.3,0.383333333333,0.483333333333,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.1,0.2,0.3,0.1,0.283333333333,0.2,0.2,0.4,0.3,0.2,0.3,0.3,0.4,0.0,0.2,0.1,0.4,0.3,0.2,0.383333333333,0.383333333333,0.0,0.3,0.0,0.183333333333,0.183333333333,0.383333333333,0.1,0.4,0.0,0.4,0.0,0.475,0.0,0.2,0.1,0.3,0.0,0.383333333333,0.4,0.3,0.3,0.4,0.4,0.3,0.306530434157,0.271030991786,0.318032237304,0.358230366538,0.420494079555,0.181939394324,0.247909091486,0.283244489547,0.28750090316,0.3,0.396086151752,0.181546487679,0.306530434157,0.163092975357,0.317260545184,0.428941721691,0.274983946479,0.2,0.302648385493,0.427664439014,0.438076921836,0.3,0.308317279812,0.331546487679,0.285714057505,0.163092975357,0.254167569826,0.397324250067,0.476779829231,0.501102352029,0.337160746221,0.434691178263,0.413346696936,0.413092975357,0.49659413904,0.416237665942,0.308317279812,0.496086151752,0.299251654735,0.178678625162,0.274983946479,0.359179127109,0.274983946479,0.3,0.467260545184,0.163092975357,0.285714057505,0.65297038611,0.274983946479,0.164932570719,0.420494079555,0.4,0.274983946479,0.331546487679,0.36625847834,0.501758477283,0.380353520541
157,0.3,0.28,0.3,0.48,0.38,0.58,0.3,0.28,0.28,0.28,0.28,0.08,0.28,0.28,0.28,0.18,0.18,0.28,0.28,0.18,0.18,0.28,0.18,0.28,0.3,0.28,0.38,0.38,0.28,0.18,0.3,0.28,0.18,0.18,0.28,0.28,0.18,0.48,0.28,0.28,0.38,0.28,0.3,0.5,0.3,0.08,0.2,0.28,0.28,0.28,0.28,0.18,0.28,0.4,0.4,0.28,0.3,0.647319731518,0.710412706875,0.647319731518,0.7,0.7,0.6,0.6,0.3,0.647319731518,0.463092975357,0.626185950714,0.538092975357,0.647319731518,0.3,0.563092975357,0.363092975357,0.7,0.4,0.663092975357,0.3,0.675,0.3,0.7,0.4,0.647319731518,0.6,0.663092975357,0.5,0.663092975357,0.3,0.6,0.3,0.647319731518,0.3,0.563092975357,0.6,0.663092975357,0.7,0.663092975357,0.463092975357,0.647319731518,0.3,0.647319731518,0.7,0.775,0.2,0.663092975357,0.5,0.7,0.363092975357,0.675,0.5,0.6,0.4,0.6,0.463092975357,0.647319731518
158,0.3,0.38,0.4,0.463333333333,0.463333333333,0.38,0.48,0.48,0.3,0.48,0.48,0.18,0.38,0.38,0.48,0.38,0.48,0.48,0.38,0.48,0.4,0.38,0.48,0.38,0.5,0.28,0.43,0.38,0.48,0.48,0.5,0.663333333333,0.48,0.18,0.38,0.23,0.43,0.463333333333,0.563333333333,0.48,0.3,0.38,0.4,0.5,0.5,0.18,0.3,0.48,0.58,0.38,0.63,0.28,0.38,0.3,0.4,0.58,0.3,0.56703827469,0.426018753343,0.597157052696,0.482993176395,0.482993176395,0.4,0.481066404705,0.613092975357,0.578870737745,0.55,0.682993176395,0.331546487679,0.472398811655,0.426018753343,0.577768385717,0.670816376652,0.684575611397,0.461990623328,0.626249201383,0.677664439014,0.673501163683,0.576809387153,0.472398811655,0.35,0.473501163683,0.416666666667,0.564507045605,0.639591811674,0.715777762388,0.7,0.522584988069,0.582993176395,0.648770938783,0.513092975357,0.63659413904,0.646086151752,0.568825120345,0.746086151752,0.622584988069,0.516688001834,0.468825120345,0.609179127109,0.372398811655,0.5,0.528703540374,0.45,0.546221898038,0.7,0.546835129996,0.532993176395,0.785677963426,0.45,0.573501163683,0.431546487679,0.465610565017,0.651582435002,0.714675410359
159,0.4,0.3,0.5,0.283333333333,0.483333333333,0.3,0.4,0.3,0.4,0.2,0.4,0.2,0.5,0.2,0.3,0.2,0.383333333333,0.3,0.4,0.1,0.2,0.3,0.4,0.2,0.2,0.2,0.5,0.4,0.4,0.3,0.483333333333,0.283333333333,0.283333333333,0.1,0.3,0.1,0.283333333333,0.383333333333,0.383333333333,0.3,0.4,0.2,0.3,0.4,0.5,0.1,0.3,0.3,0.3,0.2,0.383333333333,0.2,0.3,0.2,0.2,0.2,0.2,0.63281151853,0.586431460218,0.662930296535,0.659179127109,0.748603741412,0.4,0.635677963426,0.426185950714,0.650004518549,0.3,0.659179127109,0.438092975357,0.669718543172,0.276018753343,0.513156226026,0.483909352009,0.734575611397,0.261990623328,0.613156226026,0.390757414371,0.670820895201,0.3391117287,0.678703540374,0.3,0.650004518549,0.463092975357,0.6391117287,0.539591811674,0.702684787031,0.4,0.672584988069,0.332993176395,0.682997694944,0.263092975357,0.660408188326,0.532993176395,0.685491787012,0.432993176395,0.735677963426,0.366688001834,0.644988318272,0.396086151752,0.585491787012,0.5,0.790610565017,0.363092975357,0.664675410359,0.5,0.696835129996,0.332993176395,0.747584988069,0.363092975357,0.660408188326,0.426185950714,0.578703540374,0.427768385717,0.64890216652
160,0.3,0.233333333333,0.3,0.3,0.5,0.4,0.4,0.2,0.3,0.3,0.4,0.2,0.4,0.3,0.3,0.2,0.3,0.266666666667,0.366666666667,0.266666666667,0.3,0.4,0.5,0.233333333333,0.3,0.2,0.3,0.1,0.2,0.4,0.3,0.266666666667,0.3,0.2,0.3,0.3,0.4,0.1,0.1,0.2,0.4,0.2,0.4,0.4,0.3,0.3,0.3,0.366666666667,0.466666666667,0.2,0.4,0.3,0.3,0.4,0.4,0.366666666667,0.3,0.449678694692,0.56610310293,0.495938710694,0.661002066843,0.52337240927,0.373142916151,0.400038714417,0.325879556857,0.469849556056,0.261571458076,0.457441273649,0.372909091486,0.472769978241,0.203277169691,0.383717115266,0.402991401961,0.471045558579,0.187909091486,0.452346085128,0.32766873351,0.467090831694,0.37338517458,0.533428646247,0.234030302838,0.428647702906,0.201961698386,0.499315043998,0.375486650211,0.461152075869,0.347909091486,0.54211691339,0.433729825839,0.555577720673,0.411950827415,0.57364510594,0.488828989811,0.527579849585,0.203277169691,0.249296581437,0.353277169691,0.572769978241,0.261002066843,0.431166011194,0.433146281629,0.626515048154,0.397909091486,0.539265987817,0.441432842001,0.408086610552,0.179854954937,0.562087884125,0.361002066843,0.431242424819,0.5740950422,0.495722890128,0.492434946479,0.529304289316
161,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.1,0.2,0.1,0.2,0.0,0.3,0.1,0.1,0.1,0.1,0.166666666667,0.366666666667,0.166666666667,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.1,0.2,0.1,0.1,0.166666666667,0.2,0.0,0.2,0.2,0.3,0.3,0.4,0.3,0.3,0.2,0.3,0.0,0.2,0.1,0.1,0.166666666667,0.266666666667,0.2,0.4,0.2,0.2,0.3,0.3,0.166666666667,0.2,0.4,0.363092975357,0.4,0.526185950714,0.490485048447,0.4,0.4,0.277855785214,0.426064801431,0.3,0.363092975357,0.263092975357,0.4,0.1,0.4,0.127541155238,0.468852888094,0.34,0.427541155238,0.263092975357,0.426064801431,0.24571644107,0.441311732856,0.3,0.4,0.461990623328,0.476018753343,0.340948760571,0.437855785214,0.163092975357,0.447319731518,0.268852888094,0.441311732856,0.164041735929,0.416370145048,0.430469509644,0.467376534287,0.4,0.441311732856,0.363092975357,0.5,0.2,0.445242524223,0.285237190143,0.441311732856,0.1,0.4,0.394917689525,0.5,0.168852888094,0.468852888094,0.363092975357,0.4,0.363092975357,0.491311732856,0.353605956668,0.458688267144
162,0.444444444444,0.259259259259,0.444444444444,0.444444444444,0.444444444444,0.333333333333,0.333333333333,0.333333333333,0.222222222222,0.444444444444,0.333333333333,0.222222222222,0.333333333333,0.333333333333,0.444444444444,0.222222222222,0.333333333333,0.333333333333,0.333333333333,0.444444444444,0.333333333333,0.333333333333,0.444444444444,0.481481481481,0.444444444444,0.222222222222,0.333333333333,0.222222222222,0.222222222222,0.444444444444,0.444444444444,0.555555555556,0.444444444444,0.333333333333,0.444444444444,0.333333333333,0.444444444444,0.333333333333,0.444444444444,0.222222222222,0.555555555556,0.222222222222,0.444444444444,0.333333333333,0.444444444444,0.222222222222,0.333333333333,0.333333333333,0.333333333333,0.222222222222,0.444444444444,0.555555555556,0.444444444444,0.666666666667,0.444444444444,0.444444444444,0.333333333333,0.492931589635,0.450068105137,0.471835016942,0.553232323873,0.664343434984,0.353400672973,0.331010101651,0.255387206455,0.442121212762,0.482255892042,0.641079737783,0.512224518715,0.451331114362,0.260915174855,0.460639731281,0.497676768318,0.508872053979,0.386565657207,0.471835016942,0.345557852048,0.460639731281,0.512224518715,0.442121212762,0.537811447598,0.478383839238,0.243266759191,0.442121212762,0.304550046889,0.497676768318,0.678891185381,0.571750842392,0.669536348815,0.478383839238,0.471216713556,0.527390572497,0.372026285966,0.553232323873,0.559196855212,0.508872053979,0.392530188546,0.442121212762,0.512224518715,0.457879936659,0.331010101651,0.516195286836,0.267885514639,0.457879936659,0.563511471825,0.383071465322,0.164343434984,0.529968626672,0.553232323873,0.553232323873,0.553232323873,0.471835016942,0.559196855212,0.516195286836
163,0.555555555556,0.259259259259,0.555555555556,0.537037037037,0.537037037037,0.333333333333,0.444444444444,0.333333333333,0.444444444444,0.333333333333,0.444444444444,0.222222222222,0.444444444444,0.333333333333,0.555555555556,0.222222222222,0.425925925926,0.333333333333,0.333333333333,0.222222222222,0.333333333333,0.333333333333,0.444444444444,0.259259259259,0.259259259259,0.333333333333,0.444444444444,0.333333333333,0.555555555556,0.333333333333,0.333333333333,0.425925925926,0.425925925926,0.222222222222,0.555555555556,0.222222222222,0.425925925926,0.425925925926,0.648148148148,0.333333333333,0.555555555556,0.333333333333,0.444444444444,0.333333333333,0.75,0.222222222222,0.444444444444,0.333333333333,0.333333333333,0.333333333333,0.425925925926,0.333333333333,0.444444444444,0.444444444444,0.444444444444,0.222222222222,0.222222222222,0.556503731617,0.312311164408,0.522765946166,0.632480481534,0.604913249315,0.333333333333,0.572090542744,0.403436639286,0.44790668306,0.315589225376,0.511072156,0.386565657207,0.54995490932,0.254773247816,0.515630316268,0.334072069403,0.600521723849,0.233221905349,0.510589868939,0.417303922778,0.580992264405,0.359919827588,0.575796660696,0.461751989463,0.575607064972,0.456668963159,0.504616795682,0.389548753908,0.594899994051,0.428798297953,0.594522041897,0.471312129822,0.612266149855,0.386565657207,0.631463644236,0.34046873364,0.575796660696,0.429189273429,0.656188707389,0.244405746139,0.548318633029,0.42322474209,0.556503731617,0.386565657207,0.531217127395,0.345557852048,0.533374424225,0.480909857688,0.531820942645,0.347601846894,0.649303186892,0.386565657207,0.618029301442,0.456668963159,0.592883792887,0.533465828511,0.515630316268
164,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.1,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.0,0.3,0.1,0.3,0.3,0.3,0.3,0.2,0.1,0.3,0.1,0.2,0.1,0.3,0.2,0.3,0.0,0.3,0.1,0.1,0.0,0.2,0.1,0.2,0.0,0.4,0.3,0.3,0.3,0.4,0.4,0.2,0.394639463036,0.313092975357,0.381546487679,0.363092975357,0.363092975357,0.25,0.263092975357,0.3,0.4,0.4,0.463092975357,0.244639463036,0.363092975357,0.231546487679,0.35,0.45,0.413092975357,0.4,0.413092975357,0.313092975357,0.376185950714,0.4,0.3,0.25,0.381546487679,0.3472169425,0.363092975357,0.263092975357,0.376185950714,0.5,0.35,0.381546487679,0.376185950714,0.263092975357,0.463092975357,0.363092975357,0.4,0.363092975357,0.35,0.25,0.263092975357,0.363092975357,0.331546487679,0.05,0.4,0.206280847047,0.363092975357,0.443187871689,0.343187871689,0.2,0.463092975357,0.363092975357,0.4,0.344639463036,0.363092975357,0.3,0.463092975357
165,0.2,0.1,0.2,0.0833333333333,0.283333333333,0.2,0.3,0.1,0.1,0.1,0.2,0.0,0.3,0.1,0.1,0.1,0.2,0.0,0.3,0.1,0.1,0.0,0.3,0.1,0.3,0.0,0.2,0.1,0.3,0.2,0.3,0.283333333333,0.283333333333,0.0,0.3,0.2,0.2,0.283333333333,0.283333333333,0.0,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.3,0.3,0.1,0.3,0.2,0.2,0.1,0.1,0.3,0.3,0.486001163683,0.325592975357,0.502091811674,0.596086151752,0.635084988069,0.263092975357,0.386001163683,0.125592975357,0.35057262734,0.2625,0.458586151752,0.188685950714,0.422908188326,0.0625,0.345212090376,0.420816376652,0.472584988069,0.163092975357,0.413665602697,0.227664439014,0.422908188326,0.226185950714,0.422908188326,0.0625,0.34909413904,0.225592975357,0.3625,0.239591811674,0.465184787031,0.363092975357,0.472584988069,0.295493176395,0.398177963426,0.265619060313,0.486001163683,0.364539664073,0.422908188326,0.395493176395,0.435084988069,0.328678625162,0.472584988069,0.284772102466,0.322908188326,0.2,0.402091811674,0.1625,0.465184787031,0.463092975357,0.420816376652,0.232993176395,0.498177963426,0.3625,0.422908188326,0.2,0.402091811674,0.439591811674,0.502091811674
166,0.3,0.413333333333,0.4,0.58,0.68,0.68,0.4,0.38,0.38,0.38,0.48,0.28,0.38,0.38,0.38,0.38,0.38,0.28,0.28,0.48,0.48,0.28,0.38,0.413333333333,0.4,0.38,0.48,0.38,0.38,0.28,0.4,0.58,0.38,0.38,0.38,0.58,0.38,0.58,0.38,0.28,0.48,0.38,0.4,0.5,0.3,0.38,0.3,0.48,0.48,0.28,0.38,0.48,0.38,0.6,0.6,0.38,0.3,0.613756611145,0.557302124755,0.524044757162,0.847909091486,0.648722068641,0.623142916151,0.564691765803,0.397430796285,0.682779072393,0.737164433433,0.593755322935,0.473502066843,0.5763161834,0.323342410713,0.555733048148,0.575450246724,0.597516627147,0.509899714814,0.560016627147,0.464575758153,0.635804408391,0.423927844829,0.499940870052,0.496530302838,0.63867301246,0.6365950422,0.548722068641,0.53453788964,0.622703315298,0.511002066843,0.675450246724,0.595830450067,0.603919943886,0.437342201084,0.595960911605,0.708359480166,0.634693938626,0.615777169691,0.591515840367,0.45437952172,0.537440870052,0.473502066843,0.582210123467,0.497909091486,0.598722068641,0.353596963175,0.582210123467,0.486129332857,0.610626568918,0.411002066843,0.651765987817,0.510409091486,0.643742424819,0.497909091486,0.596503601924,0.687726637782,0.634693938626
167,0.333333333333,0.222222222222,0.222222222222,0.425925925926,0.537037037037,0.222222222222,0.222222222222,0.222222222222,0.333333333333,0.111111111111,0.222222222222,0.0,0.222222222222,0.222222222222,0.222222222222,0.222222222222,0.314814814815,0.0740740740741,0.296296296296,0.407407407407,0.222222222222,0.222222222222,0.333333333333,0.333333333333,0.333333333333,0.111111111111,0.333333333333,0.111111111111,0.444444444444,0.222222222222,0.314814814815,0.611111111111,0.444444444444,0.111111111111,0.444444444444,0.333333333333,0.333333333333,0.314814814815,0.425925925926,0.222222222222,0.444444444444,0.222222222222,0.444444444444,0.111111111111,0.305555555556,0.111111111111,0.222222222222,0.296296296296,0.407407407407,0.111111111111,0.555555555556,0.333333333333,0.222222222222,0.333333333333,0.444444444444,0.407407407407,0.333333333333,0.350507492053,0.125,0.237628411819,0.564700407264,0.470532364446,0.257710438138,0.280404186101,0.233896999338,0.362295227323,0.347222222222,0.217214640439,0.174599403373,0.315455839077,0.160051652976,0.277778781289,0.478107695793,0.432607741832,0.266666666667,0.292144331896,0.405079404063,0.329868979159,0.36958162857,0.291254458521,0.215607208532,0.335959741656,0.287349544968,0.243051138476,0.276660093963,0.31984076486,0.445669280032,0.315455839077,0.482775087421,0.360339791568,0.196987660903,0.373539286686,0.411690249858,0.43132646011,0.272770195994,0.373774134361,0.309642916847,0.291254458521,0.453984613058,0.33067365746,0.150263544603,0.323680706685,0.243089830052,0.292326531685,0.481264367661,0.382479466252,0.259761620903,0.405488825562,0.236111111111,0.356463644236,0.312829430754,0.392670605034,0.561516037724,0.398543522559
168,0.2,0.2,0.2,0.383333333333,0.383333333333,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.3,0.3,0.2,0.3,0.383333333333,0.183333333333,0.2,0.3,0.2,0.1,0.383333333333,0.283333333333,0.3,0.2,0.2,0.2,0.3,0.3,0.0,0.1,0.3,0.2,0.2,0.3,0.1,0.2,0.3,0.1,0.3,0.1,0.685795387495,0.334753068574,0.567132966911,0.559179127109,0.583783810204,0.355082310475,0.522702412138,0.355082310475,0.543154937815,0.427541155238,0.550369710682,0.363092975357,0.461450507247,0.331546487679,0.396010643769,0.44835753189,0.550126143306,0.4,0.565613782578,0.44433110568,0.585803505231,0.4,0.430225942269,0.35,0.527784722613,0.326185950714,0.462294223812,0.489313585185,0.5780719862,0.4,0.600126143306,0.495287400207,0.513219118663,0.35,0.645960008446,0.551168462227,0.522702412138,0.332993176395,0.543615979854,0.328678625162,0.500126143306,0.432993176395,0.587949343564,0.25,0.551886035486,0.206280847047,0.596525498521,0.343187871689,0.491545403579,0.332993176395,0.661065162595,0.326185950714,0.556834497017,0.376185950714,0.432712090376,0.412050656436,0.564979010843
169,0.583333333333,0.516666666667,0.583333333333,0.5,0.7,0.7,0.583333333333,0.383333333333,0.383333333333,0.3,0.383333333333,0.2,0.583333333333,0.383333333333,0.483333333333,0.383333333333,0.383333333333,0.2,0.583333333333,0.4,0.383333333333,0.4,0.483333333333,0.333333333333,0.583333333333,0.4,0.683333333333,0.3,0.583333333333,0.4,0.383333333333,0.4,0.383333333333,0.2,0.383333333333,0.283333333333,0.383333333333,0.5,0.583333333333,0.383333333333,0.483333333333,0.3,0.483333333333,0.383333333333,0.383333333333,0.3,0.383333333333,0.3,0.4,0.2,0.583333333333,0.5,0.5,0.383333333333,0.583333333333,0.4,0.4,0.792745007844,0.744443009713,0.786851067777,0.661002066843,0.761002066843,0.731153581033,0.707984848581,0.32984848581,0.755304580099,0.597123278195,0.740064739362,0.617548554522,0.745228823004,0.303277169691,0.661002066843,0.297909091486,0.707984848581,0.347909091486,0.771077823938,0.297909091486,0.736002066843,0.297909091486,0.797909091486,0.434030302838,0.792745007844,0.597909091486,0.697909091486,0.347909091486,0.697909091486,0.347909091486,0.697909091486,0.321036226255,0.724291495523,0.261002066843,0.6240950422,0.483146065341,0.6240950422,0.603277169691,0.771077823938,0.466370145048,0.745228823004,0.297909091486,0.761198520166,0.447909091486,0.772909091486,0.297909091486,0.808518251684,0.37984848581,0.713878788648,0.211002066843,0.788878788648,0.497909091486,0.697909091486,0.479455579165,0.707984848581,0.466370145048,0.745228823004
170,0.444444444444,0.444444444444,0.444444444444,0.425925925926,0.537037037037,0.555555555556,0.666666666667,0.333333333333,0.444444444444,0.555555555556,0.555555555556,0.0,0.444444444444,0.444444444444,0.444444444444,0.333333333333,0.555555555556,0.333333333333,0.444444444444,0.333333333333,0.333333333333,0.444444444444,0.444444444444,0.444444444444,0.555555555556,0.333333333333,0.444444444444,0.333333333333,0.555555555556,0.444444444444,0.555555555556,0.314814814815,0.425925925926,0.222222222222,0.555555555556,0.333333333333,0.333333333333,0.425925925926,0.537037037037,0.333333333333,0.555555555556,0.222222222222,0.333333333333,0.333333333333,0.666666666667,0.222222222222,0.444444444444,0.333333333333,0.555555555556,0.222222222222,0.555555555556,0.333333333333,0.333333333333,0.444444444444,0.555555555556,0.444444444444,0.444444444444,0.748334626315,0.666666666667,0.780760874479,0.495651279724,0.536659084883,0.570103305952,0.748334626315,0.388888888889,0.725205318923,0.611111111111,0.717873501947,0.611111111111,0.789342431474,0.458992194841,0.701837550273,0.578684862947,0.765835171928,0.444444444444,0.708969585933,0.41962715446,0.683959052505,0.462962962963,0.688168281886,0.388888888889,0.701837550273,0.388888888889,0.681214417063,0.412375888169,0.684197513765,0.444444444444,0.821390727484,0.516155182304,0.720856598648,0.473539945238,0.80389018187,0.536659084883,0.637223515204,0.425547973772,0.691761097854,0.476309583514,0.802872208965,0.314436862661,0.724966857664,0.333333333333,0.599546457415,0.277777777778,0.766213124082,0.518518518519,0.708314492577,0.328984613058,0.738496635156,0.388888888889,0.748334626315,0.625658861508,0.725205318923,0.54399090186,0.725205318923
171,0.3,0.28,0.3,0.48,0.48,0.38,0.38,0.28,0.38,0.38,0.58,0.08,0.28,0.18,0.38,0.28,0.28,0.28,0.38,0.38,0.3,0.18,0.28,0.38,0.3,0.38,0.43,0.28,0.28,0.38,0.3,0.48,0.28,0.08,0.28,0.33,0.33,0.48,0.38,0.38,0.48,0.18,0.3,0.4,0.3,0.08,0.3,0.28,0.28,0.28,0.33,0.38,0.28,0.4,0.5,0.48,0.3,0.581546487679,0.35,0.581546487679,0.55,0.55,0.4,0.45,0.413092975357,0.576185950714,0.613092975357,0.613092975357,0.331546487679,0.45,0.376185950714,0.55,0.513092975357,0.613092975357,0.3,0.613092975357,0.413092975357,0.65,0.337697658452,0.45,0.35,0.581546487679,0.479759642024,0.588488292262,0.463092975357,0.639278926071,0.526185950714,0.45,0.55,0.576185950714,0.413092975357,0.576185950714,0.581546487679,0.54642630869,0.55,0.65,0.55,0.55,0.376185950714,0.45,0.5,0.576185950714,0.15,0.544639463036,0.563092975357,0.65,0.363092975357,0.613092975357,0.45,0.45,0.431546487679,0.45,0.55,0.539278926071
